Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUP_M_R
1736,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1737,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1738,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1739,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1740,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1741,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1742,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1743,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1744,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1745,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1746,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1747,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
1748,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1749,Forest,Forest,Water,NULL,Water,NULL,NULL,Cropland
1750,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1751,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1752,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1753,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1754,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1755,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1756,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1757,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1758,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1759,Forest,Forest,Water,Water,Water,NULL,NULL,Cropland
1760,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1761,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1762,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1763,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1764,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1765,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1766,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1767,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1768,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1769,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1770,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1771,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1772,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1773,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1774,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1775,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1776,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1777,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1778,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1779,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1780,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1781,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
