Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDA_M_R
2483,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2484,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2485,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2486,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2487,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
2488,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2489,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2490,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2491,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
2492,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2493,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2494,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2495,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2496,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2497,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2498,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2499,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2500,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2501,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2502,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2503,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2504,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2505,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2506,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2507,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2508,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
2509,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2510,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2511,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2512,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2513,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2514,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2515,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2516,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2517,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2518,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2519,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2520,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2521,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2522,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2523,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,NULL
2524,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2525,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Water
2526,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
2527,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2528,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2529,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2530,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2531,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
2532,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2533,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2534,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
2535,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2536,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
2537,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2538,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2539,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2540,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Water
2541,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2542,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2543,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2544,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2545,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2546,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2547,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2548,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Grassland
2549,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2550,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2551,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2552,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
2553,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2554,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2555,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2556,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2557,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2558,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
2559,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2560,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2561,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2562,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2563,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2564,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2565,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2566,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2567,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2568,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2569,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2570,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2571,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2572,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2573,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2574,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2575,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2576,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
2577,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2578,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
2579,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2580,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2581,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
2582,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2583,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
2584,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
2585,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
2586,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
2587,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2588,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
2589,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Water
2590,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Water
2591,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Forest
2592,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
2593,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2594,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2595,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
2596,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
2597,Forest,Forest,Forest,Water,Non_Wetland,Forest,NULL,Forest
2598,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2599,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Water
2600,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
2601,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
2602,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
